t,frame_id,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,mag_x,mag_y,mag_z,raw_vnymr
1763590207.6011267,imu1_Frame,0.000602,-0.002859,-0.237887,0.963,0.487,-9.51,-1.23e-06,1.2690000000000002e-05,3.241e-05,"$VNYMR,+172.749,+003.570,+001.197,-00.0123,+00.1269,+00.3241,+00.963,+00.487,-09.510,+00.000602,-00.002859,-00.237887*6E
"
1763590207.621111,imu1_Frame,0.01004,-0.0183,-0.233114,1.159,0.623,-9.415,-2.64e-06,1.153e-05,3.223e-05,"$VNYMR,+172.411,+003.573,+001.181,-00.0264,+00.1153,+00.3223,+01.159,+00.623,-09.415,+00.010040,-00.018300,-00.233114*68
"
1763590207.6512012,imu1_Frame,0.010836,0.007645,-0.228773,1.289,0.363,-9.494,-1.8100000000000002e-06,1.235e-05,3.252e-05,"$VNYMR,+172.074,+003.584,+001.171,-00.0181,+00.1235,+00.3252,+01.289,+00.363,-09.494,+00.010836,+00.007645,-00.228773*6B
"
1763590207.6709466,imu1_Frame,0.019278,0.000338,-0.231301,1.119,0.281,-9.847,-1.24e-06,1.125e-05,3.256e-05,"$VNYMR,+171.738,+003.585,+001.172,-00.0124,+00.1125,+00.3256,+01.119,+00.281,-09.847,+00.019278,+00.000338,-00.231301*61
"
1763590207.6908724,imu1_Frame,0.028628,-0.008139,-0.229477,1.182,0.293,-9.687,-1.24e-06,1.137e-05,3.295e-05,"$VNYMR,+171.408,+003.590,+001.184,-00.0124,+00.1137,+00.3295,+01.182,+00.293,-09.687,+00.028628,-00.008139,-00.229477*62
"
1763590207.7210226,imu1_Frame,0.023137,-0.029337,-0.22886,1.014,0.314,-9.292,-1.6000000000000001e-06,1.042e-05,3.242e-05,"$VNYMR,+171.077,+003.578,+001.199,-00.0160,+00.1042,+00.3242,+01.014,+00.314,-09.292,+00.023137,-00.029337,-00.228860*6B
"
1763590207.7408695,imu1_Frame,0.022034,-0.021032,-0.228183,1.266,0.268,-9.251,-1.12e-06,1.125e-05,3.256e-05,"$VNYMR,+170.749,+003.579,+001.206,-00.0112,+00.1125,+00.3256,+01.266,+00.268,-09.251,+00.022034,-00.021032,-00.228183*6F
"
1763590207.7704568,imu1_Frame,0.009104,-0.002786,-0.226905,1.147,0.145,-9.598,-1.93e-06,1.2110000000000001e-05,3.278e-05,"$VNYMR,+170.421,+003.578,+001.202,-00.0193,+00.1211,+00.3278,+01.147,+00.145,-09.598,+00.009104,-00.002786,-00.226905*62
"
1763590207.7911797,imu1_Frame,0.006119,-0.004516,-0.224535,1.25,0.435,-9.755,-2.06e-06,1.079e-05,3.279e-05,"$VNYMR,+170.095,+003.578,+001.192,-00.0206,+00.1079,+00.3279,+01.250,+00.435,-09.755,+00.006119,-00.004516,-00.224535*66
"
1763590207.8211596,imu1_Frame,0.005472,0.001245,-0.228393,1.343,0.442,-9.364,-1.94e-06,1.127e-05,3.3050000000000004e-05,"$VNYMR,+169.766,+003.577,+001.182,-00.0194,+00.1127,+00.3305,+01.343,+00.442,-09.364,+00.005472,+00.001245,-00.228393*69
"
1763590207.8509412,imu1_Frame,0.013661,-0.017907,-0.229001,1.101,0.333,-9.362,-2.07e-06,9.83e-06,3.32e-05,"$VNYMR,+169.439,+003.575,+001.177,-00.0207,+00.0983,+00.3320,+01.101,+00.333,-09.362,+00.013661,-00.017907,-00.229001*60
"
1763590207.870719,imu1_Frame,0.012236,-0.008866,-0.229178,1.279,0.457,-9.155,-1.95e-06,1.055e-05,3.346e-05,"$VNYMR,+169.113,+003.582,+001.170,-00.0195,+00.1055,+00.3346,+01.279,+00.457,-09.155,+00.012236,-00.008866,-00.229178*66
"
1763590207.8907301,imu1_Frame,0.012244,0.004963,-0.23807,1.307,0.219,-9.541,-2.3e-06,1.019e-05,3.397e-05,"$VNYMR,+168.782,+003.592,+001.158,-00.0230,+00.1019,+00.3397,+01.307,+00.219,-09.541,+00.012244,+00.004963,-00.238070*6D
"
1763590207.9208896,imu1_Frame,0.001842,0.015011,-0.234824,1.334,0.088,-9.673,-1.83e-06,1.03e-05,3.399e-05,"$VNYMR,+168.451,+003.610,+001.136,-00.0183,+00.1030,+00.3399,+01.334,+00.088,-09.673,+00.001842,+00.015011,-00.234824*60
"
1763590207.9414449,imu1_Frame,0.000314,0.009692,-0.236557,1.478,0.29,-9.259,-2.3e-06,1.043e-05,3.423e-05,"$VNYMR,+168.118,+003.618,+001.111,-00.0230,+00.1043,+00.3423,+01.478,+00.290,-09.259,+00.000314,+00.009692,-00.236557*66
"
1763590207.971399,imu1_Frame,0.002479,0.027585,-0.234659,1.176,0.163,-9.963,-2.4100000000000002e-06,1.02e-05,3.383e-05,"$VNYMR,+167.789,+003.647,+001.086,-00.0241,+00.1020,+00.3383,+01.176,+00.163,-09.963,+00.002479,+00.027585,-00.234659*62
"
1763590208.0013237,imu1_Frame,0.009745,0.011407,-0.22393,1.179,0.222,-9.799,-1.83e-06,1.006e-05,3.4250000000000006e-05,"$VNYMR,+167.462,+003.668,+001.071,-00.0183,+00.1006,+00.3425,+01.179,+00.222,-09.799,+00.009745,+00.011407,-00.223930*6E
"
1763590208.0207617,imu1_Frame,0.015284,0.00444,-0.225095,1.526,0.277,-9.886,-3.2300000000000004e-06,1.0100000000000002e-05,3.341e-05,"$VNYMR,+167.137,+003.692,+001.067,-00.0323,+00.1010,+00.3341,+01.526,+00.277,-09.886,+00.015284,+00.004440,-00.225095*6E
"
1763590208.0508523,imu1_Frame,0.018672,0.00619,-0.225213,1.452,0.008,-9.803,-2.42e-06,9.72e-06,3.3050000000000004e-05,"$VNYMR,+166.819,+003.708,+001.072,-00.0242,+00.0972,+00.3305,+01.452,+00.008,-09.803,+00.018672,+00.006190,-00.225213*65
"
1763590208.0711238,imu1_Frame,0.011862,0.017551,-0.222059,1.353,0.23,-9.561,-3.24e-06,9.38e-06,3.368e-05,"$VNYMR,+166.504,+003.728,+001.076,-00.0324,+00.0938,+00.3368,+01.353,+00.230,-09.561,+00.011862,+00.017551,-00.222059*64
"
1763590208.100749,imu1_Frame,0.005252,0.017992,-0.219578,1.118,0.201,-9.603,-3.24e-06,9.14e-06,3.342e-05,"$VNYMR,+166.193,+003.735,+001.073,-00.0324,+00.0914,+00.3342,+01.118,+00.201,-09.603,+00.005252,+00.017992,-00.219578*68
"
1763590208.120267,imu1_Frame,0.000716,0.012838,-0.213993,1.181,0.203,-9.339,-2.77e-06,9.73e-06,3.33e-05,"$VNYMR,+165.882,+003.748,+001.060,-00.0277,+00.0973,+00.3330,+01.181,+00.203,-09.339,+00.000716,+00.012838,-00.213993*60
"
1763590208.1510775,imu1_Frame,0.001098,5.4e-05,-0.21646,1.247,0.441,-9.528,-2.31e-06,9.35e-06,3.345000000000001e-05,"$VNYMR,+165.576,+003.759,+001.038,-00.0231,+00.0935,+00.3345,+01.247,+00.441,-09.528,+00.001098,+00.000054,-00.216460*63
"
1763590208.170391,imu1_Frame,0.002569,0.005262,-0.220278,1.168,0.285,-9.513,-2.77e-06,9.85e-06,3.3560000000000004e-05,"$VNYMR,+165.267,+003.766,+001.018,-00.0277,+00.0985,+00.3356,+01.168,+00.285,-09.513,+00.002569,+00.005262,-00.220278*69
"
1763590208.1906927,imu1_Frame,0.005174,0.018037,-0.216243,1.392,0.492,-9.724,-2.42e-06,9.84e-06,3.318e-05,"$VNYMR,+164.957,+003.777,+001.001,-00.0242,+00.0984,+00.3318,+01.392,+00.492,-09.724,+00.005174,+00.018037,-00.216243*68
"
1763590208.2211056,imu1_Frame,0.010102,0.006069,-0.221228,1.129,0.285,-9.968,-2.66e-06,8.890000000000001e-06,3.3050000000000004e-05,"$VNYMR,+164.643,+003.776,+000.991,-00.0266,+00.0889,+00.3305,+01.129,+00.285,-09.968,+00.010102,+00.006069,-00.221228*68
"
1763590208.2509646,imu1_Frame,0.015244,-0.013992,-0.217551,1.275,0.271,-9.437,-2.31e-06,8.99e-06,3.385e-05,"$VNYMR,+164.329,+003.771,+000.988,-00.0231,+00.0899,+00.3385,+01.275,+00.271,-09.437,+00.015244,-00.013992,-00.217551*64
"
1763590208.2705564,imu1_Frame,0.012052,0.000309,-0.217044,1.3,0.162,-9.559,-2.43e-06,7.92e-06,3.359e-05,"$VNYMR,+164.016,+003.770,+000.984,-00.0243,+00.0792,+00.3359,+01.300,+00.162,-09.559,+00.012052,+00.000309,-00.217044*62
"
1763590208.2914238,imu1_Frame,0.013752,-0.007864,-0.216176,1.282,0.161,-9.886,-2.6700000000000003e-06,7.92e-06,3.372e-05,"$VNYMR,+163.706,+003.772,+000.978,-00.0267,+00.0792,+00.3372,+01.282,+00.161,-09.886,+00.013752,-00.007864,-00.216176*6C
"
1763590208.321059,imu1_Frame,0.012267,-0.005827,-0.213577,1.252,0.315,-9.609,-2.9e-06,7.45e-06,3.384e-05,"$VNYMR,+163.397,+003.763,+000.971,-00.0290,+00.0745,+00.3384,+01.252,+00.315,-09.609,+00.012267,-00.005827,-00.213577*60
"
1763590208.3508308,imu1_Frame,0.011597,-0.001138,-0.210036,1.092,0.254,-9.874,-3.14e-06,7.45e-06,3.396e-05,"$VNYMR,+163.094,+003.759,+000.964,-00.0314,+00.0745,+00.3396,+01.092,+00.254,-09.874,+00.011597,-00.001138,-00.210036*66
"
1763590208.3704355,imu1_Frame,0.012172,-0.002806,-0.205473,1.095,0.308,-9.708,-2.91e-06,7.2100000000000004e-06,3.398e-05,"$VNYMR,+162.794,+003.756,+000.957,-00.0291,+00.0721,+00.3398,+01.095,+00.308,-09.708,+00.012172,-00.002806,-00.205473*6E
"
1763590208.3908179,imu1_Frame,0.012256,-0.007002,-0.21141,1.164,0.257,-9.687,-1.6299999999999999e-06,7.17e-06,3.3639999999999996e-05,"$VNYMR,+162.492,+003.750,+000.952,-00.0163,+00.0717,+00.3364,+01.164,+00.257,-09.687,+00.012256,-00.007002,-00.211410*6E
"
1763590208.4209564,imu1_Frame,0.013013,-0.002194,-0.208264,1.129,0.43,-9.349,-2.9e-06,7.45e-06,3.384e-05,"$VNYMR,+162.192,+003.750,+000.950,-00.0290,+00.0745,+00.3384,+01.129,+00.430,-09.349,+00.013013,-00.002194,-00.208264*62
"
1763590208.4408908,imu1_Frame,0.009071,0.011075,-0.213319,0.979,0.331,-9.708,-1.6400000000000002e-06,6.090000000000001e-06,3.3910000000000006e-05,"$VNYMR,+161.889,+003.751,+000.946,-00.0164,+00.0609,+00.3391,+00.979,+00.331,-09.708,+00.009071,+00.011075,-00.213319*6E
"
1763590208.471027,imu1_Frame,0.01035,-0.012718,-0.214374,0.819,0.24,-9.528,-2.2200000000000003e-06,6.110000000000001e-06,3.389e-05,"$VNYMR,+161.581,+003.746,+000.940,-00.0222,+00.0611,+00.3389,+00.819,+00.240,-09.528,+00.010350,-00.012718,-00.214374*67
"
1763590208.501118,imu1_Frame,0.010908,-0.013133,-0.218635,1.012,0.281,-9.183,-2.2100000000000004e-06,6.47e-06,3.4280000000000004e-05,"$VNYMR,+161.274,+003.756,+000.930,-00.0221,+00.0647,+00.3428,+01.012,+00.281,-09.183,+00.010908,-00.013133,-00.218635*6F
"
1763590208.5208554,imu1_Frame,0.011575,-4.7e-05,-0.214931,0.739,0.365,-9.462,-1.52e-06,5.9700000000000004e-06,3.3520000000000004e-05,"$VNYMR,+160.967,+003.760,+000.919,-00.0152,+00.0597,+00.3352,+00.739,+00.365,-09.462,+00.011575,-00.000047,-00.214931*64
"
1763590208.5508773,imu1_Frame,0.007845,0.000437,-0.21574,1.047,0.304,-9.614,-1.2900000000000001e-06,6.2e-06,3.445e-05,"$VNYMR,+160.655,+003.760,+000.908,-00.0129,+00.0620,+00.3445,+01.047,+00.304,-09.614,+00.007845,+00.000437,-00.215740*66
"
1763590208.570849,imu1_Frame,0.009282,-0.004282,-0.21688,0.815,0.327,-9.373,-1.6400000000000002e-06,5.9700000000000004e-06,3.430000000000001e-05,"$VNYMR,+160.344,+003.767,+000.896,-00.0164,+00.0597,+00.3430,+00.815,+00.327,-09.373,+00.009282,-00.004282,-00.216880*68
"
1763590208.6005983,imu1_Frame,0.012772,0.000955,-0.218413,1.025,0.269,-9.338,-1.8700000000000003e-06,6.1e-06,3.456e-05,"$VNYMR,+160.035,+003.770,+000.885,-00.0187,+00.0610,+00.3456,+01.025,+00.269,-09.338,+00.012772,+00.000955,-00.218413*6D
"
1763590208.6205888,imu1_Frame,0.008753,0.014424,-0.214659,0.825,0.315,-9.897,-1.7500000000000002e-06,5.9700000000000004e-06,3.5220000000000005e-05,"$VNYMR,+159.729,+003.777,+000.875,-00.0175,+00.0597,+00.3522,+00.825,+00.315,-09.897,+00.008753,+00.014424,-00.214659*6D
"
1763590208.6509817,imu1_Frame,0.012373,-0.006799,-0.210304,0.806,0.43,-9.855,-1.6400000000000002e-06,5.73e-06,3.4830000000000004e-05,"$VNYMR,+159.425,+003.779,+000.868,-00.0164,+00.0573,+00.3483,+00.806,+00.430,-09.855,+00.012373,-00.006799,-00.210304*6B
"
1763590208.670467,imu1_Frame,0.011002,-0.011256,-0.213875,0.954,0.381,-9.541,-2.33e-06,6.2300000000000005e-06,3.48e-05,"$VNYMR,+159.119,+003.776,+000.862,-00.0233,+00.0623,+00.3480,+00.954,+00.381,-09.541,+00.011002,-00.011256,-00.213875*6B
"
1763590208.7007415,imu1_Frame,0.011481,-0.006623,-0.210944,0.855,0.414,-10.005,-1.98e-06,6.22e-06,3.468e-05,"$VNYMR,+158.816,+003.779,+000.856,-00.0198,+00.0622,+00.3468,+00.855,+00.414,-10.005,+00.011481,-00.006623,-00.210944*68
"
1763590208.7211447,imu1_Frame,0.013354,-0.002518,-0.2158,0.876,0.466,-9.815,-2.56e-06,6.830000000000001e-06,3.518e-05,"$VNYMR,+158.511,+003.774,+000.856,-00.0256,+00.0683,+00.3518,+00.876,+00.466,-09.815,+00.013354,-00.002518,-00.215800*60
"
1763590208.7505174,imu1_Frame,0.016604,-0.006053,-0.213378,0.853,0.502,-9.443,-2.56e-06,6.72e-06,3.452e-05,"$VNYMR,+158.203,+003.778,+000.860,-00.0256,+00.0672,+00.3452,+00.853,+00.502,-09.443,+00.016604,-00.006053,-00.213378*6E
"
1763590208.7707088,imu1_Frame,0.016126,0.000947,-0.214556,0.841,0.398,-9.313,-2.8000000000000003e-06,6e-06,3.478e-05,"$VNYMR,+157.892,+003.783,+000.865,-00.0280,+00.0600,+00.3478,+00.841,+00.398,-09.313,+00.016126,+00.000947,-00.214556*66
"
1763590208.8003392,imu1_Frame,0.017987,0.01189,-0.2196,0.739,0.34,-9.676,-2.2100000000000004e-06,6.700000000000001e-06,3.519e-05,"$VNYMR,+157.580,+003.800,+000.867,-00.0221,+00.0670,+00.3519,+00.739,+00.340,-09.676,+00.017987,+00.011890,-00.219600*63
"
1763590208.8208032,imu1_Frame,0.015669,0.010185,-0.221404,0.786,0.308,-9.777,-2.4500000000000003e-06,6.2300000000000005e-06,3.453e-05,"$VNYMR,+157.266,+003.825,+000.866,-00.0245,+00.0623,+00.3453,+00.786,+00.308,-09.777,+00.015669,+00.010185,-00.221404*65
"
1763590208.8508353,imu1_Frame,0.016979,0.012347,-0.220457,0.938,0.362,-9.59,-1.6299999999999999e-06,7.290000000000001e-06,3.4160000000000005e-05,"$VNYMR,+156.952,+003.851,+000.865,-00.0163,+00.0729,+00.3416,+00.938,+00.362,-09.590,+00.016979,+00.012347,-00.220457*6D
"
1763590208.8709092,imu1_Frame,0.011529,0.029065,-0.217505,0.767,0.268,-9.757,-2.34e-06,5.63e-06,3.4670000000000005e-05,"$VNYMR,+156.637,+003.872,+000.862,-00.0234,+00.0563,+00.3467,+00.767,+00.268,-09.757,+00.011529,+00.029065,-00.217505*6D
"
1763590208.9010518,imu1_Frame,0.015893,0.010429,-0.21996,0.959,0.125,-9.703,-1.8800000000000002e-06,5.01e-06,3.4699999999999996e-05,"$VNYMR,+156.322,+003.891,+000.860,-00.0188,+00.0501,+00.3470,+00.959,+00.125,-09.703,+00.015893,+00.010429,-00.219960*62
"
1763590208.9208024,imu1_Frame,0.006621,0.009317,-0.211996,0.912,-0.01,-9.786,-1.8800000000000002e-06,5.25e-06,3.4699999999999996e-05,"$VNYMR,+156.013,+003.907,+000.855,-00.0188,+00.0525,+00.3470,+00.912,-00.010,-09.786,+00.006621,+00.009317,-00.211996*68
"
1763590208.9517033,imu1_Frame,0.008049,-0.005386,-0.215635,0.963,0.094,-9.825,-1.41e-06,4.76e-06,3.4460000000000005e-05,"$VNYMR,+155.703,+003.920,+000.846,-00.0141,+00.0476,+00.3446,+00.963,+00.094,-09.825,+00.008049,-00.005386,-00.215635*61
"
1763590208.9711356,imu1_Frame,0.001365,0.015724,-0.21193,0.887,0.181,-9.672,-1.53e-06,4.4e-06,3.498e-05,"$VNYMR,+155.395,+003.932,+000.830,-00.0153,+00.0440,+00.3498,+00.887,+00.181,-09.672,+00.001365,+00.015724,-00.211930*6E
"
1763590209.0004978,imu1_Frame,0.005756,0.012626,-0.214428,0.809,0.25,-9.991,-1.18e-06,4.6300000000000006e-06,3.46e-05,"$VNYMR,+155.086,+003.946,+000.812,-00.0118,+00.0463,+00.3460,+00.809,+00.250,-09.991,+00.005756,+00.012626,-00.214428*6B
"
1763590209.020706,imu1_Frame,0.006003,0.015729,-0.213261,0.478,0.298,-10.337,-1.18e-06,4.64e-06,3.4210000000000006e-05,"$VNYMR,+154.781,+003.956,+000.797,-00.0118,+00.0464,+00.3421,+00.478,+00.298,-10.337,+00.006003,+00.015729,-00.213261*6A
"
1763590209.0505168,imu1_Frame,0.004862,0.006187,-0.212708,1.1,0.41,-9.725,-1.53e-06,4.2900000000000004e-06,3.4200000000000005e-05,"$VNYMR,+154.471,+003.961,+000.786,-00.0153,+00.0429,+00.3420,+01.100,+00.410,-09.725,+00.004862,+00.006187,-00.212708*61
"
1763590209.0710347,imu1_Frame,0.002861,-0.001522,-0.209768,1.089,0.437,-9.553,-1.07e-06,3.910000000000001e-06,3.461e-05,"$VNYMR,+154.165,+003.975,+000.774,-00.0107,+00.0391,+00.3461,+01.089,+00.437,-09.553,+00.002861,-00.001522,-00.209768*6C
"
1763590209.100937,imu1_Frame,0.006453,0.005129,-0.210948,0.947,0.253,-9.77,-1.54e-06,3.3200000000000004e-06,3.46e-05,"$VNYMR,+153.857,+003.983,+000.765,-00.0154,+00.0332,+00.3460,+00.947,+00.253,-09.770,+00.006453,+00.005129,-00.210948*69
"
1763590209.1208625,imu1_Frame,0.003063,0.013577,-0.213474,0.821,0.303,-9.901,-1.08e-06,3.31e-06,3.423e-05,"$VNYMR,+153.553,+003.995,+000.753,-00.0108,+00.0331,+00.3423,+00.821,+00.303,-09.901,+00.003063,+00.013577,-00.213474*69
"
1763590209.1511261,imu1_Frame,0.000205,0.006179,-0.209924,0.845,0.589,-9.538,-1.07e-06,3.7900000000000006e-06,3.422e-05,"$VNYMR,+153.247,+004.001,+000.738,-00.0107,+00.0379,+00.3422,+00.845,+00.589,-09.538,+00.000205,+00.006179,-00.209924*6B
"
1763590209.1703646,imu1_Frame,0.004396,0.008983,-0.214421,0.724,0.628,-9.508,-1.3100000000000002e-06,2.8400000000000003e-06,3.448e-05,"$VNYMR,+152.939,+004.003,+000.724,-00.0131,+00.0284,+00.3448,+00.724,+00.628,-09.508,+00.004396,+00.008983,-00.214421*66
"
1763590209.200163,imu1_Frame,0.009831,0.005022,-0.213828,0.786,0.594,-9.83,-9.6e-07,3.31e-06,3.41e-05,"$VNYMR,+152.629,+004.009,+000.714,-00.0096,+00.0331,+00.3410,+00.786,+00.594,-09.830,+00.009831,+00.005022,-00.213828*63
"
1763590209.2207646,imu1_Frame,0.01055,-0.003758,-0.218742,1.069,0.598,-9.536,-8.500000000000001e-07,2.82e-06,3.49e-05,"$VNYMR,+152.317,+004.013,+000.705,-00.0085,+00.0282,+00.3490,+01.069,+00.598,-09.536,+00.010550,-00.003758,-00.218742*63
"
1763590209.2511585,imu1_Frame,0.003371,0.010914,-0.21798,1.028,0.528,-9.327,-5.000000000000001e-07,2.33e-06,3.465e-05,"$VNYMR,+152.002,+004.020,+000.693,-00.0050,+00.0233,+00.3465,+01.028,+00.528,-09.327,+00.003371,+00.010914,-00.217980*60
"
1763590209.271014,imu1_Frame,0.004547,0.016152,-0.220036,0.763,0.398,-9.397,-1.2000000000000002e-06,2.2300000000000002e-06,3.528e-05,"$VNYMR,+151.685,+004.029,+000.677,-00.0120,+00.0223,+00.3528,+00.763,+00.398,-09.397,+00.004547,+00.016152,-00.220036*61
"
1763590209.3003035,imu1_Frame,0.001044,0.022238,-0.222901,0.704,0.229,-9.803,-6.2e-07,2.5800000000000003e-06,3.478e-05,"$VNYMR,+151.365,+004.043,+000.655,-00.0062,+00.0258,+00.3478,+00.704,+00.229,-09.803,+00.001044,+00.022238,-00.222901*61
"
1763590209.3209407,imu1_Frame,0.001538,0.015278,-0.222196,0.852,0.315,-9.768,-1.21e-06,1.7500000000000002e-06,3.516e-05,"$VNYMR,+151.048,+004.070,+000.631,-00.0121,+00.0175,+00.3516,+00.852,+00.315,-09.768,+00.001538,+00.015278,-00.222196*64
"
1763590209.350731,imu1_Frame,0.012315,0.007191,-0.222037,1.087,0.373,-9.61,-2.7e-07,2.33e-06,3.532e-05,"$VNYMR,+150.730,+004.093,+000.616,-00.0027,+00.0233,+00.3532,+01.087,+00.373,-09.610,+00.012315,+00.007191,-00.222037*6C
"
1763590209.3713553,imu1_Frame,0.017719,0.025685,-0.21587,1.297,0.429,-9.718,-9.6e-07,3.06e-06,3.541e-05,"$VNYMR,+150.414,+004.119,+000.613,-00.0096,+00.0306,+00.3541,+01.297,+00.429,-09.718,+00.017719,+00.025685,-00.215870*64
"
1763590209.4007957,imu1_Frame,0.024667,0.019068,-0.215097,1.064,0.22,-10.156,-1.08e-06,2.83e-06,3.554e-05,"$VNYMR,+150.105,+004.138,+000.620,-00.0108,+00.0283,+00.3554,+01.064,+00.220,-10.156,+00.024667,+00.019068,-00.215097*6A
"
1763590209.4207637,imu1_Frame,0.020158,0.009275,-0.21212,1.096,0.166,-10.232,-1.32e-06,2.83e-06,3.566e-05,"$VNYMR,+149.799,+004.152,+000.631,-00.0132,+00.0283,+00.3566,+01.096,+00.166,-10.232,+00.020158,+00.009275,-00.212120*62
"
1763590209.4508288,imu1_Frame,0.0211,-0.027835,-0.211753,1.275,0.259,-9.745,-8.4e-07,3.9e-06,3.475e-05,"$VNYMR,+149.496,+004.156,+000.641,-00.0084,+00.0390,+00.3475,+01.275,+00.259,-09.745,+00.021100,-00.027835,-00.211753*65
"
1763590209.471719,imu1_Frame,0.012703,-0.003939,-0.210641,1.197,0.383,-9.626,-7.3e-07,3.06e-06,3.5820000000000006e-05,"$VNYMR,+149.194,+004.160,+000.641,-00.0073,+00.0306,+00.3582,+01.197,+00.383,-09.626,+00.012703,-00.003939,-00.210641*69
"
1763590209.5009067,imu1_Frame,0.009205,0.01952,-0.208433,1.261,0.372,-10.141,-7.3e-07,3.4200000000000003e-06,3.555e-05,"$VNYMR,+148.894,+004.165,+000.633,-00.0073,+00.0342,+00.3555,+01.261,+00.372,-10.141,+00.009205,+00.019520,-00.208433*6F
"
1763590209.521016,imu1_Frame,0.013214,0.005289,-0.209813,1.069,0.428,-10.232,-2.7e-07,3.05e-06,3.4920000000000004e-05,"$VNYMR,+148.593,+004.152,+000.629,-00.0027,+00.0305,+00.3492,+01.069,+00.428,-10.232,+00.013214,+00.005289,-00.209813*6A
"
1763590209.5508142,imu1_Frame,0.022952,-0.029521,-0.214076,1.046,0.697,-9.66,-5.000000000000001e-07,2.69e-06,3.504e-05,"$VNYMR,+148.291,+004.128,+000.633,-00.0050,+00.0269,+00.3504,+01.046,+00.697,-09.660,+00.022952,-00.029521,-00.214076*6D
"
1763590209.5706007,imu1_Frame,0.026038,-0.01786,-0.21824,1.028,0.389,-9.608,-3e-08,2.92e-06,3.4670000000000005e-05,"$VNYMR,+147.983,+004.104,+000.645,-00.0003,+00.0292,+00.3467,+01.028,+00.389,-09.608,+00.026038,-00.017860,-00.218240*60
"
1763590209.600725,imu1_Frame,0.029237,-0.016439,-0.2172,0.981,0.283,-9.854,-5.000000000000001e-07,2.5700000000000004e-06,3.5310000000000006e-05,"$VNYMR,+147.676,+004.082,+000.659,-00.0050,+00.0257,+00.3531,+00.981,+00.283,-09.854,+00.029237,-00.016439,-00.217200*65
"
1763590209.620377,imu1_Frame,0.022908,-0.023476,-0.219257,0.842,0.163,-9.708,2.0000000000000002e-07,3.0300000000000002e-06,3.52e-05,"$VNYMR,+147.366,+004.059,+000.669,+00.0020,+00.0303,+00.3520,+00.842,+00.163,-09.708,+00.022908,-00.023476,-00.219257*6D
"
1763590209.6507752,imu1_Frame,0.019729,-0.018502,-0.220732,0.872,0.2,-9.502,7e-08,1.96e-06,3.5210000000000003e-05,"$VNYMR,+147.051,+004.039,+000.677,+00.0007,+00.0196,+00.3521,+00.872,+00.200,-09.502,+00.019729,-00.018502,-00.220732*67
"
1763590209.6708465,imu1_Frame,0.016828,-0.012191,-0.222577,0.814,0.223,-9.532,3.0000000000000004e-07,1.4700000000000001e-06,3.4960000000000004e-05,"$VNYMR,+146.732,+004.026,+000.682,+00.0030,+00.0147,+00.3496,+00.814,+00.223,-09.532,+00.016828,-00.012191,-00.222577*63
"
1763590209.7005975,imu1_Frame,0.01192,-0.006308,-0.224801,0.513,0.084,-9.908,-5.0000000000000004e-08,1.6000000000000001e-06,3.5340000000000004e-05,"$VNYMR,+146.411,+004.017,+000.680,-00.0005,+00.0160,+00.3534,+00.513,+00.084,-09.908,+00.011920,-00.006308,-00.224801*6E
"
1763590209.7204914,imu1_Frame,0.011439,-0.019107,-0.224599,0.407,0.162,-9.878,5.3e-07,1.2200000000000002e-06,3.5890000000000004e-05,"$VNYMR,+146.089,+004.006,+000.675,+00.0053,+00.0122,+00.3589,+00.407,+00.162,-09.878,+00.011439,-00.019107,-00.224599*65
"
1763590209.7412314,imu1_Frame,0.005617,-0.008522,-0.225784,0.445,0.236,-9.862,-4.0000000000000003e-07,1.37e-06,3.559e-05,"$VNYMR,+145.765,+004.000,+000.665,-00.0040,+00.0137,+00.3559,+00.445,+00.236,-09.862,+00.005617,-00.008522,-00.225784*61
"
1763590209.7709105,imu1_Frame,0.007969,-0.007031,-0.227651,0.689,0.245,-9.63,7e-08,8.8e-07,3.482e-05,"$VNYMR,+145.439,+003.988,+000.653,+00.0007,+00.0088,+00.3482,+00.689,+00.245,-09.630,+00.007969,-00.007031,-00.227651*6F
"
1763590209.8011587,imu1_Frame,0.005731,-0.00881,-0.22566,0.672,0.388,-9.648,-2.9e-07,4.0000000000000003e-07,3.5210000000000003e-05,"$VNYMR,+145.113,+003.982,+000.638,-00.0029,+00.0040,+00.3521,+00.672,+00.388,-09.648,+00.005731,-00.008810,-00.225660*6D
"
1763590209.8205497,imu1_Frame,0.004264,-0.01093,-0.226927,0.511,0.599,-10.018,2.9e-07,2.7e-07,3.5759999999999996e-05,"$VNYMR,+144.789,+003.980,+000.624,+00.0029,+00.0027,+00.3576,+00.511,+00.599,-10.018,+00.004264,-00.010930,-00.226927*69
"
1763590209.8508673,imu1_Frame,0.004709,-0.020011,-0.222021,0.588,0.628,-9.664,4.1000000000000004e-07,-1.0000000000000001e-07,3.537e-05,"$VNYMR,+144.468,+003.973,+000.615,+00.0041,-00.0010,+00.3537,+00.588,+00.628,-09.664,+00.004709,-00.020011,-00.222021*62
"
1763590209.870862,imu1_Frame,0.006655,-0.00607,-0.223812,0.621,0.514,-9.457,6.4e-07,-1.0000000000000001e-07,3.565e-05,"$VNYMR,+144.145,+003.960,+000.607,+00.0064,-00.0010,+00.3565,+00.621,+00.514,-09.457,+00.006655,-00.006070,-00.223812*67
"
