t,frame_id,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,mag_x,mag_y,mag_z,raw_vnymr
1763590172.7504675,imu1_Frame,0.037773,0.029186,-0.272747,0.558,0.25,-10.355,2.653e-05,-7.91e-06,3.5770000000000005e-05,"$VNYMR,+066.172,+003.948,+002.132,+00.2653,-00.0791,+00.3577,+00.558,+00.250,-10.355,+00.037773,+00.029186,-00.272747*6E
"
1763590172.770655,imu1_Frame,0.042078,-0.003052,-0.280091,0.882,0.186,-9.447,2.6300000000000002e-05,-8.02e-06,3.563e-05,"$VNYMR,+065.775,+003.952,+002.173,+00.2630,-00.0802,+00.3563,+00.882,+00.186,-09.447,+00.042078,-00.003052,-00.280091*60
"
1763590172.8010173,imu1_Frame,0.032894,0.011598,-0.273002,0.679,0.259,-9.63,2.7000000000000002e-05,-7.8e-06,3.5520000000000006e-05,"$VNYMR,+065.382,+003.959,+002.203,+00.2700,-00.0780,+00.3552,+00.679,+00.259,-09.630,+00.032894,+00.011598,-00.273002*62
"
1763590172.8204274,imu1_Frame,0.034959,-0.030722,-0.267507,0.779,0.439,-9.539,2.642e-05,-7.670000000000001e-06,3.642000000000001e-05,"$VNYMR,+064.988,+003.963,+002.225,+00.2642,-00.0767,+00.3642,+00.779,+00.439,-09.539,+00.034959,-00.030722,-00.267507*6C
"
1763590172.851152,imu1_Frame,0.02996,-0.041567,-0.270856,0.784,0.531,-9.141,2.8170000000000003e-05,-7.6e-06,3.596e-05,"$VNYMR,+064.590,+003.966,+002.239,+00.2817,-00.0760,+00.3596,+00.784,+00.531,-09.141,+00.029960,-00.041567,-00.270856*6E
"
1763590172.8714254,imu1_Frame,0.021919,-0.014426,-0.276056,0.892,0.762,-9.418,2.6540000000000003e-05,-7.31e-06,3.655e-05,"$VNYMR,+064.193,+003.975,+002.243,+00.2654,-00.0731,+00.3655,+00.892,+00.762,-09.418,+00.021919,-00.014426,-00.276056*6E
"
1763590172.9012175,imu1_Frame,0.022953,-0.029206,-0.28065,0.826,0.949,-9.316,2.701e-05,-7.2e-06,3.591e-05,"$VNYMR,+063.792,+003.981,+002.239,+00.2701,-00.0720,+00.3591,+00.826,+00.949,-09.316,+00.022953,-00.029206,-00.280650*6D
"
1763590172.921009,imu1_Frame,0.014528,0.007526,-0.278856,1.003,0.792,-9.254,2.724e-05,-7.57e-06,3.6320000000000005e-05,"$VNYMR,+063.388,+003.992,+002.230,+00.2724,-00.0757,+00.3632,+01.003,+00.792,-09.254,+00.014528,+00.007526,-00.278856*60
"
1763590172.9508853,imu1_Frame,0.023266,0.027534,-0.283641,0.846,1.051,-9.818,2.7470000000000003e-05,-7.330000000000001e-06,3.567e-05,"$VNYMR,+062.983,+004.007,+002.227,+00.2747,-00.0733,+00.3567,+00.846,+01.051,-09.818,+00.023266,+00.027534,-00.283641*67
"
1763590172.9704995,imu1_Frame,0.030151,0.014954,-0.278378,0.795,1.142,-9.819,2.759e-05,-6.5000000000000004e-06,3.58e-05,"$VNYMR,+062.583,+004.018,+002.238,+00.2759,-00.0650,+00.3580,+00.795,+01.142,-09.819,+00.030151,+00.014954,-00.278378*6E
"
1763590173.00055,imu1_Frame,0.035917,0.037338,-0.277922,0.492,0.693,-9.901,2.701e-05,-7.32e-06,3.539e-05,"$VNYMR,+062.176,+004.027,+002.264,+00.2701,-00.0732,+00.3539,+00.492,+00.693,-09.901,+00.035917,+00.037338,-00.277922*6D
"
1763590173.0205288,imu1_Frame,0.040902,0.024522,-0.279225,0.103,0.515,-10.165,2.8050000000000004e-05,-7.71e-06,3.53e-05,"$VNYMR,+061.773,+004.044,+002.296,+00.2805,-00.0771,+00.3530,+00.103,+00.515,-10.165,+00.040902,+00.024522,-00.279225*69
"
1763590173.0509493,imu1_Frame,0.040983,0.02061,-0.2815,0.668,0.626,-9.728,2.8170000000000003e-05,-7.4700000000000005e-06,3.439e-05,"$VNYMR,+061.373,+004.073,+002.325,+00.2817,-00.0747,+00.3439,+00.668,+00.626,-09.728,+00.040983,+00.020610,-00.281500*68
"
1763590173.0706627,imu1_Frame,0.039068,0.00074,-0.282445,0.578,0.53,-9.683,2.828e-05,-7.480000000000001e-06,3.5310000000000006e-05,"$VNYMR,+060.970,+004.090,+002.345,+00.2828,-00.0748,+00.3531,+00.578,+00.530,-09.683,+00.039068,+00.000740,-00.282445*60
"
1763590173.101149,imu1_Frame,0.032762,-0.029051,-0.273473,0.911,0.687,-9.411,2.84e-05,-7.36e-06,3.5310000000000006e-05,"$VNYMR,+060.570,+004.107,+002.355,+00.2840,-00.0736,+00.3531,+00.911,+00.687,-09.411,+00.032762,-00.029051,-00.273473*67
"
1763590173.1205745,imu1_Frame,0.03696,-0.026699,-0.279502,1.13,0.88,-9.476,2.922e-05,-7.3800000000000005e-06,3.509e-05,"$VNYMR,+060.170,+004.132,+002.365,+00.2922,-00.0738,+00.3509,+01.130,+00.880,-09.476,+00.036960,-00.026699,-00.279502*6C
"
1763590173.1508405,imu1_Frame,0.034822,-0.024998,-0.280563,1.238,0.768,-9.304,2.8870000000000003e-05,-7.610000000000001e-06,3.429e-05,"$VNYMR,+059.766,+004.144,+002.379,+00.2887,-00.0761,+00.3429,+01.238,+00.768,-09.304,+00.034822,-00.024998,-00.280563*62
"
1763590173.1706424,imu1_Frame,0.040104,-0.027685,-0.281249,1.524,0.623,-9.515,2.9210000000000003e-05,-7.74e-06,3.4960000000000004e-05,"$VNYMR,+059.363,+004.159,+002.398,+00.2921,-00.0774,+00.3496,+01.524,+00.623,-09.515,+00.040104,-00.027685,-00.281249*6F
"
1763590173.2009258,imu1_Frame,0.036425,-0.002652,-0.285431,1.271,0.579,-10.011,2.794e-05,-7.4700000000000005e-06,3.5430000000000005e-05,"$VNYMR,+058.958,+004.171,+002.421,+00.2794,-00.0747,+00.3543,+01.271,+00.579,-10.011,+00.036425,-00.002652,-00.285431*6F
"
1763590173.220914,imu1_Frame,0.035105,0.017797,-0.294198,1.269,0.509,-9.788,2.9559999999999998e-05,-7.75e-06,3.405e-05,"$VNYMR,+058.548,+004.180,+002.445,+00.2956,-00.0775,+00.3405,+01.269,+00.509,-09.788,+00.035105,+00.017797,-00.294198*65
"
1763590173.25057,imu1_Frame,0.032419,0.024574,-0.295078,1.053,0.279,-10.103,2.9210000000000003e-05,-7.620000000000001e-06,3.469e-05,"$VNYMR,+058.134,+004.183,+002.465,+00.2921,-00.0762,+00.3469,+01.053,+00.279,-10.103,+00.032419,+00.024574,-00.295078*6F
"
1763590173.270439,imu1_Frame,0.032366,0.016559,-0.294702,0.954,0.14,-10.045,2.9570000000000003e-05,-6.550000000000001e-06,3.4699999999999996e-05,"$VNYMR,+057.719,+004.176,+002.479,+00.2957,-00.0655,+00.3470,+00.954,+00.140,-10.045,+00.032366,+00.016559,-00.294702*6D
"
1763590173.300813,imu1_Frame,0.019648,0.006001,-0.286183,0.676,0.16,-10.176,2.9570000000000003e-05,-6.67e-06,3.5220000000000005e-05,"$VNYMR,+057.303,+004.176,+002.483,+00.2957,-00.0667,+00.3522,+00.676,+00.160,-10.176,+00.019648,+00.006001,-00.286183*69
"
1763590173.3205287,imu1_Frame,0.022928,-0.020279,-0.288663,1.047,0.224,-9.792,3.062e-05,-7.06e-06,3.409e-05,"$VNYMR,+056.886,+004.175,+002.480,+00.3062,-00.0706,+00.3409,+01.047,+00.224,-09.792,+00.022928,-00.020279,-00.288663*65
"
1763590173.3513875,imu1_Frame,0.021903,-0.022639,-0.283814,0.934,0.25,-9.636,3.051e-05,-6.34e-06,3.487e-05,"$VNYMR,+056.473,+004.166,+002.476,+00.3051,-00.0634,+00.3487,+00.934,+00.250,-09.636,+00.021903,-00.022639,-00.283814*63
"
1763590173.3706152,imu1_Frame,0.026913,-0.045999,-0.283511,1.519,0.544,-9.504,3.109e-05,-6.35e-06,3.463e-05,"$VNYMR,+056.065,+004.161,+002.472,+00.3109,-00.0635,+00.3463,+01.519,+00.544,-09.504,+00.026913,-00.045999,-00.283511*6C
"
1763590173.4009418,imu1_Frame,0.022776,-0.058621,-0.279301,1.611,0.682,-9.425,3.109e-05,-6.710000000000001e-06,3.516e-05,"$VNYMR,+055.660,+004.148,+002.468,+00.3109,-00.0671,+00.3516,+01.611,+00.682,-09.425,+00.022776,-00.058621,-00.279301*64
"
1763590173.4207578,imu1_Frame,0.022822,-0.062611,-0.277115,1.601,1.039,-9.266,3.109e-05,-6.110000000000001e-06,3.489e-05,"$VNYMR,+055.260,+004.124,+002.466,+00.3109,-00.0611,+00.3489,+01.601,+01.039,-09.266,+00.022822,-00.062611,-00.277115*6F
"
1763590173.4512794,imu1_Frame,0.029632,-0.042896,-0.279289,1.437,1.11,-9.925,3.0980000000000005e-05,-5.03e-06,3.487e-05,"$VNYMR,+054.866,+004.107,+002.473,+00.3098,-00.0503,+00.3487,+01.437,+01.110,-09.925,+00.029632,-00.042896,-00.279289*6E
"
1763590173.4712136,imu1_Frame,0.030111,-0.036834,-0.276879,0.914,0.767,-10.053,3.109e-05,-5.750000000000001e-06,3.515e-05,"$VNYMR,+054.472,+004.076,+002.488,+00.3109,-00.0575,+00.3515,+00.914,+00.767,-10.053,+00.030111,-00.036834,-00.276879*63
"
1763590173.501024,imu1_Frame,0.032309,-0.019569,-0.277468,0.549,0.861,-10.014,3.0969999999999997e-05,-6.35e-06,3.502e-05,"$VNYMR,+054.080,+004.046,+002.505,+00.3097,-00.0635,+00.3502,+00.549,+00.861,-10.014,+00.032309,-00.019569,-00.277468*68
"
1763590173.5212224,imu1_Frame,0.031682,-0.025767,-0.272387,0.603,1.015,-9.914,3.087e-05,-5.2600000000000005e-06,3.4210000000000006e-05,"$VNYMR,+053.687,+004.014,+002.526,+00.3087,-00.0526,+00.3421,+00.603,+01.015,-09.914,+00.031682,-00.025767,-00.272387*6B
"
1763590173.5510097,imu1_Frame,0.036419,-0.035795,-0.276682,0.719,0.777,-9.313,3.087e-05,-5.140000000000001e-06,3.487e-05,"$VNYMR,+053.287,+003.978,+002.549,+00.3087,-00.0514,+00.3487,+00.719,+00.777,-09.313,+00.036419,-00.035795,-00.276682*65
"
1763590173.5709062,imu1_Frame,0.03461,-0.036334,-0.27856,0.267,0.672,-9.783,3.168e-05,-5.64e-06,3.399e-05,"$VNYMR,+052.883,+003.951,+002.568,+00.3168,-00.0564,+00.3399,+00.267,+00.672,-09.783,+00.034610,-00.036334,-00.278560*6C
"
1763590173.6014524,imu1_Frame,0.039191,-0.030032,-0.28078,0.622,0.811,-9.711,3.18e-05,-5.53e-06,3.32e-05,"$VNYMR,+052.475,+003.927,+002.590,+00.3180,-00.0553,+00.3320,+00.622,+00.811,-09.711,+00.039191,-00.030032,-00.280780*61
"
1763590173.62049,imu1_Frame,0.046163,-0.041463,-0.293069,1.361,0.533,-9.035,3.133000000000001e-05,-4.9100000000000004e-06,3.3700000000000006e-05,"$VNYMR,+052.057,+003.902,+002.618,+00.3133,-00.0491,+00.3370,+01.361,+00.533,-09.035,+00.046163,-00.041463,-00.293069*6D
"
1763590173.6507175,imu1_Frame,0.050606,-0.034997,-0.294758,0.873,0.478,-9.207,3.238e-05,-5.06e-06,3.414e-05,"$VNYMR,+051.637,+003.879,+002.650,+00.3238,-00.0506,+00.3414,+00.873,+00.478,-09.207,+00.050606,-00.034997,-00.294758*6C
"
1763590173.6712236,imu1_Frame,0.056408,-0.050486,-0.295312,0.943,0.506,-9.478,3.18e-05,-5.29e-06,3.346e-05,"$VNYMR,+051.220,+003.876,+002.685,+00.3180,-00.0529,+00.3346,+00.943,+00.506,-09.478,+00.056408,-00.050486,-00.295312*6E
"
1763590173.7009974,imu1_Frame,0.049477,-0.025919,-0.295876,0.481,0.207,-9.648,3.2029999999999997e-05,-5.1700000000000005e-06,3.3339999999999996e-05,"$VNYMR,+050.796,+003.864,+002.721,+00.3203,-00.0517,+00.3334,+00.481,+00.207,-09.648,+00.049477,-00.025919,-00.295876*69
"
1763590173.7203836,imu1_Frame,0.037092,-0.042586,-0.286712,0.971,0.199,-9.562,3.215e-05,-5.050000000000001e-06,3.295e-05,"$VNYMR,+050.378,+003.865,+002.741,+00.3215,-00.0505,+00.3295,+00.971,+00.199,-09.562,+00.037092,-00.042586,-00.286712*6B
"
1763590173.7512305,imu1_Frame,0.033459,-0.054111,-0.287964,0.918,0.605,-9.692,3.261e-05,-5.3e-06,3.206e-05,"$VNYMR,+049.963,+003.859,+002.756,+00.3261,-00.0530,+00.3206,+00.918,+00.605,-09.692,+00.033459,-00.054111,-00.287964*60
"
1763590173.770593,imu1_Frame,0.023317,0.016316,-0.281507,0.536,0.693,-10.503,3.215e-05,-4.33e-06,3.321e-05,"$VNYMR,+049.551,+003.855,+002.770,+00.3215,-00.0433,+00.3321,+00.536,+00.693,-10.503,+00.023317,+00.016316,-00.281507*6A
"
1763590173.8018415,imu1_Frame,0.028738,0.018847,-0.288568,0.904,0.492,-10.053,3.238e-05,-4.7e-06,3.243e-05,"$VNYMR,+049.138,+003.852,+002.790,+00.3238,-00.0470,+00.3243,+00.904,+00.492,-10.053,+00.028738,+00.018847,-00.288568*68
"
1763590173.8209221,imu1_Frame,0.030656,0.002225,-0.287013,0.685,0.511,-9.618,3.344e-05,-4.13e-06,3.247e-05,"$VNYMR,+048.732,+003.841,+002.813,+00.3344,-00.0413,+00.3247,+00.685,+00.511,-09.618,+00.030656,+00.002225,-00.287013*66
"
1763590173.8507988,imu1_Frame,0.033334,-0.029572,-0.28661,0.664,0.478,-9.314,3.344e-05,-4.3700000000000005e-06,3.247e-05,"$VNYMR,+048.323,+003.827,+002.835,+00.3344,-00.0437,+00.3247,+00.664,+00.478,-09.314,+00.033334,-00.029572,-00.286610*64
"
1763590173.8709025,imu1_Frame,0.039103,-0.040483,-0.28239,0.862,0.248,-9.666,3.344e-05,-4.250000000000001e-06,3.339e-05,"$VNYMR,+047.915,+003.824,+002.854,+00.3344,-00.0425,+00.3339,+00.862,+00.248,-09.666,+00.039103,-00.040483,-00.282390*63
"
1763590173.9009783,imu1_Frame,0.033313,-0.043963,-0.280038,0.766,0.32,-9.79,3.251e-05,-4.22e-06,3.2300000000000006e-05,"$VNYMR,+047.508,+003.819,+002.866,+00.3251,-00.0422,+00.3230,+00.766,+00.320,-09.790,+00.033313,-00.043963,-00.280038*60
"
1763590173.920315,imu1_Frame,0.027501,-0.012329,-0.285284,0.918,0.355,-9.706,3.367e-05,-3.7800000000000002e-06,3.313e-05,"$VNYMR,+047.095,+003.817,+002.875,+00.3367,-00.0378,+00.3313,+00.918,+00.355,-09.706,+00.027501,-00.012329,-00.285284*6B
"
1763590173.9510942,imu1_Frame,0.02225,-0.009291,-0.284671,0.959,0.576,-9.857,3.332e-05,-3.7600000000000004e-06,3.286e-05,"$VNYMR,+046.678,+003.816,+002.878,+00.3332,-00.0376,+00.3286,+00.959,+00.576,-09.857,+00.022250,-00.009291,-00.284671*68
"
1763590173.971177,imu1_Frame,0.02981,-0.036398,-0.291183,1.072,0.576,-9.221,3.3900000000000004e-05,-4.0200000000000005e-06,3.275e-05,"$VNYMR,+046.260,+003.804,+002.884,+00.3390,-00.0402,+00.3275,+01.072,+00.576,-09.221,+00.029810,-00.036398,-00.291183*60
"
1763590174.0005999,imu1_Frame,0.04,-0.061413,-0.302427,0.976,0.559,-9.451,3.333e-05,-3.29e-06,3.325e-05,"$VNYMR,+045.841,+003.795,+002.889,+00.3333,-00.0329,+00.3325,+00.976,+00.559,-09.451,+00.040000,-00.061413,-00.302427*63
"
1763590174.0207047,imu1_Frame,0.028828,-0.053914,-0.290056,1.315,0.683,-10.181,3.379e-05,-3.4200000000000003e-06,3.287e-05,"$VNYMR,+045.425,+003.795,+002.890,+00.3379,-00.0342,+00.3287,+01.315,+00.683,-10.181,+00.028828,-00.053914,-00.290056*6A
"
1763590174.0508223,imu1_Frame,0.02802,-0.032984,-0.291018,1.468,0.888,-9.623,3.24e-05,-2.9e-06,3.32e-05,"$VNYMR,+045.003,+003.783,+002.896,+00.3240,-00.0290,+00.3320,+01.468,+00.888,-09.623,+00.028020,-00.032984,-00.291018*68
"
1763590174.0705633,imu1_Frame,0.018511,-0.003495,-0.29781,1.061,0.609,-9.948,3.3100000000000005e-05,-2.4400000000000004e-06,3.283e-05,"$VNYMR,+044.582,+003.769,+002.901,+00.3310,-00.0244,+00.3283,+01.061,+00.609,-09.948,+00.018511,-00.003495,-00.297810*6E
"
1763590174.1008482,imu1_Frame,0.006635,0.019093,-0.293696,0.492,0.433,-10.517,3.2760000000000005e-05,-1.7100000000000001e-06,3.281e-05,"$VNYMR,+044.161,+003.753,+002.900,+00.3276,-00.0171,+00.3281,+00.492,+00.433,-10.517,+00.006635,+00.019093,-00.293696*64
"
1763590174.1207244,imu1_Frame,0.000481,0.011993,-0.293248,0.479,0.551,-9.999,3.275e-05,-2.55e-06,3.3610000000000005e-05,"$VNYMR,+043.739,+003.737,+002.889,+00.3275,-00.0255,+00.3361,+00.479,+00.551,-09.999,+00.000481,+00.011993,-00.293248*6C
"
1763590174.151374,imu1_Frame,0.003663,-0.006382,-0.29617,0.356,0.511,-9.812,3.275e-05,-2.43e-06,3.282e-05,"$VNYMR,+043.316,+003.734,+002.872,+00.3275,-00.0243,+00.3282,+00.356,+00.511,-09.812,+00.003663,-00.006382,-00.296170*6F
"
1763590174.1708138,imu1_Frame,0.010955,-0.009693,-0.295786,0.378,0.578,-10.003,3.357e-05,-2.5700000000000004e-06,3.233e-05,"$VNYMR,+042.891,+003.739,+002.859,+00.3357,-00.0257,+00.3233,+00.378,+00.578,-10.003,+00.010955,-00.009693,-00.295786*6D
"
1763590174.2008367,imu1_Frame,0.027481,-0.027536,-0.28972,0.831,0.75,-9.426,3.2760000000000005e-05,-1.7100000000000001e-06,3.32e-05,"$VNYMR,+042.469,+003.751,+002.863,+00.3276,-00.0171,+00.3320,+00.831,+00.750,-09.426,+00.027481,-00.027536,-00.289720*63
"
1763590174.220826,imu1_Frame,0.040456,-0.024933,-0.293168,1.04,0.719,-9.497,3.206e-05,-2.29e-06,3.3310000000000005e-05,"$VNYMR,+042.043,+003.758,+002.884,+00.3206,-00.0229,+00.3331,+01.040,+00.719,-09.497,+00.040456,-00.024933,-00.293168*6E
"
1763590174.2510116,imu1_Frame,0.04119,-0.001721,-0.290964,0.875,0.624,-9.855,3.2760000000000005e-05,-2.19e-06,3.2550000000000005e-05,"$VNYMR,+041.617,+003.762,+002.914,+00.3276,-00.0219,+00.3255,+00.875,+00.624,-09.855,+00.041190,-00.001721,-00.290964*6D
"
1763590174.2706542,imu1_Frame,0.045719,-0.020393,-0.290902,0.948,0.458,-9.39,3.2760000000000005e-05,-1.7100000000000001e-06,3.268e-05,"$VNYMR,+041.191,+003.753,+002.949,+00.3276,-00.0171,+00.3268,+00.948,+00.458,-09.390,+00.045719,-00.020393,-00.290902*64
"
1763590174.3008869,imu1_Frame,0.04733,-0.064219,-0.292216,1.059,0.657,-9.336,3.2540000000000004e-05,-7.400000000000001e-07,3.3050000000000004e-05,"$VNYMR,+040.765,+003.732,+002.980,+00.3254,-00.0074,+00.3305,+01.059,+00.657,-09.336,+00.047330,-00.064219,-00.292216*6F
"
1763590174.3208637,imu1_Frame,0.035168,-0.052873,-0.294878,0.877,0.665,-9.657,3.346e-05,-1.72e-06,3.245e-05,"$VNYMR,+040.339,+003.719,+003.001,+00.3346,-00.0172,+00.3245,+00.877,+00.665,-09.657,+00.035168,-00.052873,-00.294878*61
"
1763590174.3515227,imu1_Frame,0.035487,-0.06437,-0.296935,1.155,0.757,-9.122,3.2760000000000005e-05,-1.95e-06,3.281e-05,"$VNYMR,+039.911,+003.694,+003.017,+00.3276,-00.0195,+00.3281,+01.155,+00.757,-09.122,+00.035487,-00.064370,-00.296935*61
"
1763590174.3709152,imu1_Frame,0.040941,-0.075303,-0.302124,1.564,0.905,-8.793,3.299e-05,-1.84e-06,3.374e-05,"$VNYMR,+039.484,+003.669,+003.030,+00.3299,-00.0184,+00.3374,+01.564,+00.905,-08.793,+00.040941,-00.075303,-00.302124*6A
"
1763590174.400608,imu1_Frame,0.023985,-0.018693,-0.298726,1.443,0.588,-9.089,3.404e-05,-1.86e-06,3.3520000000000004e-05,"$VNYMR,+039.053,+003.644,+003.038,+00.3404,-00.0186,+00.3352,+01.443,+00.588,-09.089,+00.023985,-00.018693,-00.298726*6B
"
1763590174.4202561,imu1_Frame,0.019778,0.001163,-0.303237,1.12,0.549,-9.589,3.3339999999999996e-05,-1.9699999999999998e-06,3.389e-05,"$VNYMR,+038.620,+003.614,+003.042,+00.3334,-00.0197,+00.3389,+01.120,+00.549,-09.589,+00.019778,+00.001163,-00.303237*6F
"
1763590174.4506855,imu1_Frame,0.020755,-0.012526,-0.304967,0.945,0.489,-9.652,3.392e-05,-2.1000000000000002e-06,3.313e-05,"$VNYMR,+038.186,+003.586,+003.046,+00.3392,-00.0210,+00.3313,+00.945,+00.489,-09.652,+00.020755,-00.012526,-00.304967*64
"
1763590174.470443,imu1_Frame,0.023382,-0.026826,-0.306401,0.803,0.256,-9.458,3.404e-05,-1.26e-06,3.325e-05,"$VNYMR,+037.750,+003.557,+003.053,+00.3404,-00.0126,+00.3325,+00.803,+00.256,-09.458,+00.023382,-00.026826,-00.306401*62
"
1763590174.500744,imu1_Frame,0.025878,-0.05016,-0.306705,0.539,0.15,-9.86,3.415e-05,-2.11e-06,3.419e-05,"$VNYMR,+037.318,+003.540,+003.059,+00.3415,-00.0211,+00.3419,+00.539,+00.150,-09.860,+00.025878,-00.050160,-00.306705*6A
"
1763590174.5208664,imu1_Frame,0.017743,-0.040079,-0.299804,1.093,0.323,-9.748,3.287e-05,-1.96e-06,3.479e-05,"$VNYMR,+036.886,+003.524,+003.059,+00.3287,-00.0196,+00.3479,+01.093,+00.323,-09.748,+00.017743,-00.040079,-00.299804*62
"
1763590174.550581,imu1_Frame,0.01047,-0.027311,-0.30368,0.908,0.126,-9.787,3.417e-05,-6.7e-07,3.417e-05,"$VNYMR,+036.451,+003.500,+003.051,+00.3417,-00.0067,+00.3417,+00.908,+00.126,-09.787,+00.010470,-00.027311,-00.303680*64
"
1763590174.570799,imu1_Frame,-0.004352,-0.0073,-0.296449,0.588,0.121,-9.95,3.323e-05,-1.25e-06,3.545e-05,"$VNYMR,+036.018,+003.475,+003.030,+00.3323,-00.0125,+00.3545,+00.588,+00.121,-09.950,-00.004352,-00.007300,-00.296449*63
"
1763590174.600816,imu1_Frame,-0.005922,-0.048643,-0.293178,0.555,0.211,-9.857,3.393e-05,-1.27e-06,3.5610000000000006e-05,"$VNYMR,+035.586,+003.450,+002.999,+00.3393,-00.0127,+00.3561,+00.555,+00.211,-09.857,-00.005922,-00.048643,-00.293178*60
"
1763590174.632647,imu1_Frame,-0.001788,-0.052293,-0.305417,0.898,0.137,-9.54,3.358e-05,-7.7e-07,3.52e-05,"$VNYMR,+035.149,+003.438,+002.960,+00.3358,-00.0077,+00.3520,+00.898,+00.137,-09.540,-00.001788,-00.052293,-00.305417*63
"
1763590174.6505263,imu1_Frame,-0.004824,-0.024528,-0.304353,0.958,0.693,-9.763,3.404e-05,-1.27e-06,3.549e-05,"$VNYMR,+034.716,+003.428,+002.917,+00.3404,-00.0127,+00.3549,+00.958,+00.693,-09.763,-00.004824,-00.024528,-00.304353*61
"
1763590174.6704357,imu1_Frame,0.003361,-0.048109,-0.302901,1.095,0.652,-9.86,3.311e-05,-1.36e-06,3.584e-05,"$VNYMR,+034.281,+003.410,+002.883,+00.3311,-00.0136,+00.3584,+01.095,+00.652,-09.860,+00.003361,-00.048109,-00.302901*6A
"
1763590174.7008946,imu1_Frame,0.005688,-0.040161,-0.301339,0.986,0.434,-9.487,3.3e-05,-7.6e-07,3.5170000000000004e-05,"$VNYMR,+033.843,+003.397,+002.856,+00.3300,-00.0076,+00.3517,+00.986,+00.434,-09.487,+00.005688,-00.040161,-00.301339*6B
"
1763590174.7209017,imu1_Frame,0.005836,-0.023354,-0.302996,0.732,0.816,-9.866,3.381e-05,-1.3800000000000001e-06,3.5210000000000003e-05,"$VNYMR,+033.408,+003.386,+002.830,+00.3381,-00.0138,+00.3521,+00.732,+00.816,-09.866,+00.005836,-00.023354,-00.302996*67
"
1763590174.7509482,imu1_Frame,0.011909,-0.053868,-0.306557,1.087,0.912,-9.049,3.323e-05,-6.5e-07,3.558e-05,"$VNYMR,+032.970,+003.372,+002.807,+00.3323,-00.0065,+00.3558,+01.087,+00.912,-09.049,+00.011909,-00.053868,-00.306557*62
"
1763590174.7707791,imu1_Frame,0.005442,-0.02561,-0.304999,1.209,0.644,-9.027,3.369e-05,-1.14e-06,3.599e-05,"$VNYMR,+032.535,+003.371,+002.781,+00.3369,-00.0114,+00.3599,+01.209,+00.644,-09.027,+00.005442,-00.025610,-00.304999*62
"
1763590174.8012013,imu1_Frame,-0.006155,0.007595,-0.308736,0.987,0.751,-9.485,3.3700000000000006e-05,-1.0200000000000002e-06,3.586e-05,"$VNYMR,+032.095,+003.370,+002.744,+00.3370,-00.0102,+00.3586,+00.987,+00.751,-09.485,-00.006155,+00.007595,-00.308736*68
"
1763590174.82079,imu1_Frame,-0.009914,0.005096,-0.304862,1.045,0.743,-9.746,3.475e-05,-5.7e-07,3.5380000000000003e-05,"$VNYMR,+031.656,+003.358,+002.703,+00.3475,-00.0057,+00.3538,+01.045,+00.743,-09.746,-00.009914,+00.005096,-00.304862*60
"
1763590174.8516653,imu1_Frame,-0.00084,0.000352,-0.308313,0.731,0.72,-9.781,3.4280000000000004e-05,-9.2e-07,3.6020000000000004e-05,"$VNYMR,+031.216,+003.346,+002.667,+00.3428,-00.0092,+00.3602,+00.731,+00.720,-09.781,-00.000840,+00.000352,-00.308313*6A
"
1763590174.870829,imu1_Frame,0.008706,-0.00348,-0.308845,0.541,0.938,-9.998,3.5560000000000005e-05,-1.19e-06,3.542e-05,"$VNYMR,+030.778,+003.342,+002.646,+00.3556,-00.0119,+00.3542,+00.541,+00.938,-09.998,+00.008706,-00.003480,-00.308845*6E
"
1763590174.9006848,imu1_Frame,0.023497,0.00838,-0.308249,0.852,0.918,-10.066,3.475e-05,-4.5e-07,3.59e-05,"$VNYMR,+030.341,+003.338,+002.648,+00.3475,-00.0045,+00.3590,+00.852,+00.918,-10.066,+00.023497,+00.008380,-00.308249*67
"
1763590174.9205775,imu1_Frame,0.027434,0.007987,-0.303024,0.787,0.663,-9.692,3.591e-05,-1.2000000000000002e-06,3.622e-05,"$VNYMR,+029.903,+003.327,+002.662,+00.3591,-00.0120,+00.3622,+00.787,+00.663,-09.692,+00.027434,+00.007987,-00.303024*6A
"
1763590174.9506505,imu1_Frame,0.023769,-0.018164,-0.29919,0.778,0.605,-9.366,3.591e-05,-9.6e-07,3.622e-05,"$VNYMR,+029.468,+003.321,+002.672,+00.3591,-00.0096,+00.3622,+00.778,+00.605,-09.366,+00.023769,-00.018164,-00.299190*61
"
1763590174.9708586,imu1_Frame,0.016015,-0.007866,-0.302446,0.887,0.552,-9.737,3.615e-05,-4.9e-07,3.583e-05,"$VNYMR,+029.034,+003.331,+002.671,+00.3615,-00.0049,+00.3583,+00.887,+00.552,-09.737,+00.016015,-00.007866,-00.302446*67
"
1763590175.0005965,imu1_Frame,0.01631,-0.019241,-0.29741,0.872,0.629,-9.535,3.579e-05,-1.08e-06,3.661e-05,"$VNYMR,+028.602,+003.336,+002.665,+00.3579,-00.0108,+00.3661,+00.872,+00.629,-09.535,+00.016310,-00.019241,-00.297410*68
"
