bag_t,ros_t,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,mag_x,mag_y,mag_z,raw
1761940424.594871,1761940424.5942194,-0.008635540073017544,0.002102580696585049,0.00019638444743440197,0.067,-1.166,16.523,6.78e-06,4.51e-06,2.022e-05,"$VNYMR,+041.200,-005.279,-004.445,+00.0451,+00.0678,-00.2022,-01.166,+00.067,-16.523,+00.120469,-00.494780,-00.011252*65"
1761940424.6198456,1761940424.6192396,-0.0043714040044225575,0.004412349428674345,9.258971681829918e-05,0.342,-0.937,16.303,7.16e-06,4.81e-06,2.065e-05,"$VNYMR,+041.233,-005.782,-004.182,+00.0481,+00.0716,-00.2065,-00.937,+00.342,-16.303,+00.252809,-00.250463,-00.005305*6A"
1761940424.645215,1761940424.6442072,0.00224979921899077,0.0026885924462346647,-0.00176367266243279,-0.073,-0.75,15.701,7.07e-06,4.32e-06,2.045e-05,"$VNYMR,+041.352,-005.835,-003.888,+00.0432,+00.0707,-00.2045,-00.750,-00.073,-15.701,+00.154045,+00.128904,+00.101051*6E"
1761940424.6702776,1761940424.6692352,0.005185826993280671,0.0007642796794483169,-0.0009920800534186168,0.191,-0.867,14.481,6.5900000000000004e-06,3.44e-06,1.949e-05,"$VNYMR,+041.436,-005.471,-003.779,+00.0344,+00.0659,-00.1949,-00.867,+00.191,-14.481,+00.043790,+00.297126,+00.056842*68"
1761940424.6980526,1761940424.6976655,0.006274650647137335,0.0007627437897065618,-0.0008945336015246537,0.311,-0.955,14.382,6.5000000000000004e-06,2.77e-06,1.8970000000000003e-05,"$VNYMR,+041.498,-004.991,-003.751,+00.0277,+00.0650,-00.1897,-00.955,+00.311,-14.382,+00.043702,+00.359511,+00.051253*65"
1761940424.7197049,1761940424.7191718,0.008361697913379634,0.00602028636195168,-0.000450923265545255,0.328,-1.144,14.198,6.81e-06,1.61e-06,1.78e-05,"$VNYMR,+041.510,-004.373,-003.439,+00.0161,+00.0681,-00.1780,-01.144,+00.328,-14.198,+00.344937,+00.479090,+00.025836*6B"
1761940424.7443285,1761940424.744114,0.008716156831167162,0.0068058066983967686,0.0014443472224879073,0.298,-1.16,12.908,6.63e-06,5.0000000000000004e-08,1.6760000000000002e-05,"$VNYMR,+041.400,-003.635,-002.859,+00.0005,+00.0663,-00.1676,-01.160,+00.298,-12.908,+00.389944,+00.499399,-00.082755*6C"
1761940424.7693172,1761940424.7691312,0.010391847446006916,0.011253603764179118,0.002521791329621567,0.086,-1.198,14.223,7.230000000000001e-06,-1.1e-06,1.66e-05,"$VNYMR,+041.214,-002.939,-002.122,-00.0110,+00.0723,-00.1660,-01.198,+00.086,-14.223,+00.644784,+00.595409,-00.144488*6A"
1761940424.7944179,1761940424.7941728,0.017049562957371967,0.008656990169524554,0.004984817423328485,0.508,-1.235,11.876,7.340000000000001e-06,-2.56e-06,1.611e-05,"$VNYMR,+040.875,-001.690,-001.286,-00.0256,+00.0734,-00.1611,-01.235,+00.508,-11.876,+00.496009,+00.976868,-00.285609*6E"
1761940424.8193324,1761940424.8191447,0.015651606586402068,0.008752093160465725,0.0024871814505545192,0.644,-1.104,12.137,8.720000000000001e-06,-3.8e-06,1.518e-05,"$VNYMR,+040.540,-000.405,-000.608,-00.0380,+00.0872,-00.1518,-01.104,+00.644,-12.137,+00.501458,+00.896771,-00.142505*61"
1761940424.8444626,1761940424.8442435,0.016702661315245573,0.0102063014932274,0.0044056648176392064,-0.309,-1.051,10.888,8.540000000000001e-06,-5.06e-06,1.5129999999999999e-05,"$VNYMR,+040.257,+001.015,+000.204,-00.0506,+00.0854,-00.1513,-01.051,-00.309,-10.888,+00.584778,+00.956992,-00.252426*6F"
1761940424.870478,1761940424.869554,0.021170372587793182,0.013364474774711138,0.0068999846648343825,-0.319,-0.96,11.775,9.030000000000002e-06,-6.4199999999999995e-06,1.552e-05,"$VNYMR,+039.770,+002.514,+001.164,-00.0642,+00.0903,-00.1552,-00.960,-00.319,-11.775,+00.765728,+01.212973,-00.395340*60"
1761940424.8948455,1761940424.8942246,0.02187218693331262,0.012199659485222643,0.007523433726939277,0.241,-0.832,8.453,1.0320000000000001e-05,-8.15e-06,1.462e-05,"$VNYMR,+039.194,+004.414,+002.254,-00.0815,+00.1032,-00.1462,-00.832,+00.241,-08.453,+00.698989,+01.253184,-00.431061*65"
1761940424.9202788,1761940424.9194179,0.020695538311495603,0.0035243957184297094,0.007140159423201322,-0.038,-0.359,10.432,9.84e-06,-8.930000000000001e-06,1.4420000000000001e-05,"$VNYMR,+038.666,+006.077,+002.771,-00.0893,+00.0984,-00.1442,-00.359,-00.038,-10.432,+00.201933,+01.185767,-00.409101*6E"
1761940424.944838,1761940424.9442286,0.03082214807107694,0.005951118963695145,0.007003814302035526,-0.614,0.024,9.688,1.005e-05,-1.019e-05,1.47e-05,"$VNYMR,+038.204,+008.322,+003.019,-00.1019,+00.1005,-00.1470,+00.024,-00.614,-09.688,+00.340974,+01.765979,-00.401289*69"
1761940424.9703417,1761940424.9694047,0.025115043590103126,0.01221575142092603,0.008891038822216993,-0.594,0.728,5.3,1.094e-05,-1.1740000000000001e-05,1.5220000000000002e-05,"$VNYMR,+037.652,+010.731,+003.862,-00.1174,+00.1094,-00.1522,+00.728,-00.594,-05.300,+00.699911,+01.438986,-00.509419*68"
1761940424.994993,1761940424.9943097,0.020993413654933474,0.011395341952733576,0.010678221069674148,0.025,1.95,6.167,1.1040000000000001e-05,-1.2410000000000001e-05,1.4810000000000002e-05,"$VNYMR,+036.911,+012.540,+004.757,-00.1241,+00.1104,-00.1481,+01.950,+00.025,-06.167,+00.652905,+01.202834,-00.611817*68"
1761940425.0198956,1761940425.0192654,0.02095444045273644,0.005951415669667984,0.008144526594553978,1.23,2.593,5.141,1.134e-05,-1.358e-05,1.53e-05,"$VNYMR,+036.257,+014.369,+005.278,-00.1358,+00.1134,-00.1530,+02.593,+01.230,-05.141,+00.340991,+01.200601,-00.466647*6A"
1761940425.044476,1761940425.0442522,0.017922402116294332,0.006340693906032799,0.0028941224189495173,0.258,2.756,5.529,1.164e-05,-1.4160000000000002e-05,1.588e-05,"$VNYMR,+036.032,+015.950,+005.686,-00.1416,+00.1164,-00.1588,+02.756,+00.258,-05.529,+00.363295,+01.026878,-00.165821*6A"
1761940425.0699425,1761940425.0693,0.01653816403324511,0.008204094681924545,0.00369953950886734,-0.883,2.706,4.318,1.1840000000000002e-05,-1.4540000000000001e-05,1.546e-05,"$VNYMR,+035.933,+017.404,+006.295,-00.1454,+00.1184,-00.1546,+02.706,-00.883,-04.318,+00.470060,+00.947567,-00.211968*67"
1761940425.0948408,1761940425.0943666,0.00972970443438531,0.008555935605834083,0.006509170538727812,-0.607,2.819,4.561,1.214e-05,-1.5220000000000002e-05,1.626e-05,"$VNYMR,+035.574,+018.452,+006.847,-00.1522,+00.1214,-00.1626,+02.819,-00.607,-04.561,+00.490219,+00.557471,-00.372948*6A"
1761940425.1202993,1761940425.1193411,0.005320688584582273,0.007854208526777243,0.007187702192025648,-0.534,2.988,4.84,1.253e-05,-1.5700000000000002e-05,1.6289999999999998e-05,"$VNYMR,+035.071,+019.099,+007.355,-00.1570,+00.1253,-00.1629,+02.988,-00.534,-04.840,+00.450013,+00.304853,-00.411825*6E"
1761940425.1452382,1761940425.1444032,0.003219242352011021,0.004811837841163327,0.004274939656664831,0.899,3.395,4.883,1.263e-05,-1.609e-05,1.6530000000000003e-05,"$VNYMR,+034.584,+019.476,+007.735,-00.1609,+00.1263,-00.1653,+03.395,+00.899,-04.883,+00.275698,+00.184449,-00.244936*6C"
1761940425.1700876,1761940425.1694567,0.002685677746383834,-0.0014458482056446224,-0.0019986288863362667,0.84,3.587,5.248,1.283e-05,-1.609e-05,1.631e-05,"$VNYMR,+034.582,+019.692,+007.792,-00.1609,+00.1283,-00.1631,+03.587,+00.840,-05.248,-00.082841,+00.153878,+00.114513*61"
1761940425.1948667,1761940425.1943183,0.0003568849254478005,-0.0033624989770147154,-0.007156966943898027,-0.512,3.207,4.621,1.234e-05,-1.609e-05,1.6530000000000003e-05,"$VNYMR,+035.090,+019.763,+007.722,-00.1609,+00.1234,-00.1653,+03.207,-00.512,-04.621,-00.192657,+00.020448,+00.410064*64"
1761940425.2199757,1761940425.219367,-0.005150047743614788,-0.0015358548351699702,-0.005145858953410001,-1.788,2.886,4.513,1.3020000000000002e-05,-1.599e-05,1.631e-05,"$VNYMR,+035.585,+019.442,+007.713,-00.1599,+00.1302,-00.1631,+02.886,-01.788,-04.513,-00.087998,-00.295076,+00.294836*62"
1761940425.2473311,1761940425.2448852,-0.012460464035348158,0.0014511016466931253,-0.0013406921182119642,-1.6,2.505,4.279,1.3500000000000001e-05,-1.54e-05,1.684e-05,"$VNYMR,+035.714,+018.664,+007.800,-00.1540,+00.1350,-00.1684,+02.505,-01.600,-04.279,+00.083142,-00.713932,+00.076816*60"
1761940425.2696955,1761940425.2693796,-0.017344872666809407,0.0012575097260619146,-0.0005714382503954634,-0.693,2.443,5.893,1.243e-05,-1.493e-05,1.626e-05,"$VNYMR,+035.578,+017.366,+007.892,-00.1493,+00.1243,-00.1626,+02.443,-00.693,-05.893,+00.072050,-00.993788,+00.032741*60"
1761940425.300654,1761940425.3003032,-0.01619836588117433,-0.002283204820873942,-0.0037179178258908404,-0.062,2.697,6.828,1.2230000000000001e-05,-1.4540000000000001e-05,1.6020000000000002e-05,"$VNYMR,+035.564,+015.966,+007.852,-00.1454,+00.1223,-00.1602,+02.697,-00.062,-06.828,-00.130818,-00.928098,+00.213021*61"
1761940425.3198533,1761940425.319283,-0.013522793591159545,-0.0076179258526422496,-0.007436202170924601,-0.549,2.389,6.561,1.232e-05,-1.415e-05,1.5890000000000002e-05,"$VNYMR,+035.928,+014.698,+007.501,-00.1415,+00.1232,-00.1589,+02.389,-00.549,-06.561,-00.436475,-00.774799,+00.426063*61"
1761940425.3445923,1761940425.3442335,-0.01137005213187218,-0.019714453832364552,-0.00825821734202889,-0.091,1.973,6.085,1.163e-05,-1.3180000000000001e-05,1.54e-05,"$VNYMR,+036.460,+013.594,+006.440,-00.1318,+00.1163,-00.1540,+01.973,-00.091,-06.085,-01.129555,-00.651456,+00.473161*69"
1761940425.369447,1761940425.3692243,-0.01934154678438344,-0.014823046430602801,-0.009100792491721674,-1.319,1.227,6.94,1.114e-05,-1.2410000000000001e-05,1.525e-05,"$VNYMR,+037.088,+012.241,+005.021,-00.1241,+00.1114,-00.1525,+01.227,-01.319,-06.940,-00.849298,-01.108189,+00.521437*67"
1761940425.3945389,1761940425.394274,-0.02010607080992704,-0.004265497425411542,-0.0019086920699809987,-2.46,1.02,8.657,1.103e-05,-1.1730000000000001e-05,1.5220000000000002e-05,"$VNYMR,+037.401,+010.525,+004.446,-00.1173,+00.1103,-00.1522,+01.020,-02.460,-08.657,-00.244395,-01.151993,+00.109360*65"
1761940425.419484,1761940425.4192853,-0.01191157543888846,-0.011243428494639992,0.005660015497755011,-0.625,1.371,10.938,1.083e-05,-1.076e-05,1.4840000000000002e-05,"$VNYMR,+037.191,+009.217,+003.651,-00.1076,+00.1083,-00.1484,+01.371,-00.625,-10.938,-00.644201,-00.682483,-00.324295*61"
1761940425.444518,1761940425.4443154,-8.885471221903132e-05,-0.023205635935128806,-0.003838816783176488,1.636,1.514,7.755,9.950000000000001e-06,-1.0290000000000001e-05,1.437e-05,"$VNYMR,+037.203,+008.963,+002.096,-00.1029,+00.0995,-00.1437,+01.514,+01.636,-07.755,-01.329585,-00.005091,+00.219948*6A"
1761940425.469575,1761940425.469358,-0.010764737040695508,-0.011213565911138368,-0.004406694561897883,-0.096,0.284,7.41,9.270000000000001e-06,-1.02e-05,1.4030000000000001e-05,"$VNYMR,+037.563,+008.363,+000.698,-00.1020,+00.0927,-00.1403,+00.284,-00.096,-07.410,-00.642490,-00.616774,+00.252485*6D"
1761940425.4952626,1761940425.494373,-0.02707733472141287,0.003455699559071213,0.0008069704329520982,-0.75,0.255,8.102,8.76e-06,-8.65e-06,1.44e-05,"$VNYMR,+037.676,+006.675,+000.648,-00.0865,+00.0876,-00.1440,+00.255,-00.750,-08.102,+00.197997,-01.551417,-00.046236*62"
1761940425.5201836,1761940425.519399,-0.02041272515950244,-0.002870543020755074,0.0030979070624123748,0.769,0.861,12.248,1.002e-05,-7.57e-06,1.437e-05,"$VNYMR,+037.456,+004.637,+000.719,-00.0757,+00.1002,-00.1437,+00.861,+00.769,-12.248,-00.164470,-01.169563,-00.177497*6D"
1761940425.545014,1761940425.5444086,-0.009502881444796126,-0.007587592030242589,-0.0032113883703770462,2.14,0.489,11.258,8.26e-06,-6.710000000000001e-06,1.3980000000000002e-05,"$VNYMR,+037.433,+003.590,+000.139,-00.0671,+00.0826,-00.1398,+00.489,+02.140,-11.258,-00.434737,-00.544475,+00.183999*6E"
1761940425.570162,1761940425.569404,-0.014813848545444791,0.003544205205439845,-0.006872408462652872,-0.324,-0.072,10.058,8.64e-06,-5.74e-06,1.5160000000000002e-05,"$VNYMR,+037.943,+002.569,+000.158,-00.0574,+00.0864,-00.1516,-00.072,-00.324,-10.058,+00.203068,-00.848771,+00.393760*61"
1761940425.595574,1761940425.5946624,-0.013734990721617017,-0.006019204257815444,-0.001285400087508784,-0.686,-0.201,10.272,8.720000000000001e-06,-3.99e-06,1.552e-05,"$VNYMR,+038.249,+001.351,+000.152,-00.0399,+00.0872,-00.1552,-00.201,-00.686,-10.272,-00.344875,-00.786957,+00.073648*69"
1761940425.620018,1761940425.6194077,-0.010243930791900398,-0.01714744102182381,0.000903993286070463,1.275,-0.342,11.691,8.22e-06,-2.8400000000000003e-06,1.6020000000000002e-05,"$VNYMR,+038.224,+000.393,-001.097,-00.0284,+00.0822,-00.1602,-00.342,+01.275,-11.691,-00.982476,-00.586934,-00.051795*62"
1761940425.6449535,1761940425.6443603,-0.01010783001682988,-0.003766054006660844,-0.005791264257504985,1.305,-0.737,11.833,7.620000000000001e-06,-1.4800000000000002e-06,1.607e-05,"$VNYMR,+038.484,-000.418,-001.871,-00.0148,+00.0762,-00.1607,-00.737,+01.305,-11.833,-00.215779,-00.579136,+00.331815*60"
1761940425.6702747,1761940425.6694229,-0.014733545946560532,-0.012710656983621544,-0.007654525407056571,-0.842,-2.172,11.422,7.31e-06,2.6e-07,1.6760000000000002e-05,"$VNYMR,+039.055,-001.479,-002.301,+00.0026,+00.0731,-00.1676,-02.172,-00.842,-11.422,-00.728267,-00.844170,+00.438572*6B"
1761940425.69472,1761940425.694465,-0.01077297499476492,-0.014041278552049502,0.004198110262992041,1.554,-1.076,13.437,7.3899999999999995e-06,1.91e-06,1.7690000000000002e-05,"$VNYMR,+038.741,-002.489,-003.292,+00.0191,+00.0739,-00.1769,-01.076,+01.554,-13.437,-00.804506,-00.617246,-00.240534*6B"
1761940425.7194366,1761940425.7192812,-0.014418793269255874,0.001839629391479583,-0.002710077449326715,2.228,-1.37,14.78,7.180000000000001e-06,3.36e-06,1.862e-05,"$VNYMR,+038.698,-003.590,-003.660,+00.0336,+00.0718,-00.1862,-01.370,+02.228,-14.780,+00.105403,-00.826136,+00.155276*67"
1761940425.7445421,1761940425.744364,-0.017167198148956387,0.007093594038758113,-0.004650080726088492,-0.6,-2.15,16.438,7.36e-06,4.62e-06,2.055e-05,"$VNYMR,+039.229,-004.920,-003.162,+00.0462,+00.0736,-00.2055,-02.150,-00.600,-16.438,+00.406433,-00.983608,+00.266430*65"
1761940425.769546,1761940425.7693884,-0.012415312367599064,0.0033757111194523126,-0.0019897626137361352,-0.176,-2.191,18.821,7.74e-06,5.690000000000001e-06,2.085e-05,"$VNYMR,+039.501,-006.121,-002.809,+00.0569,+00.0774,-00.2085,-02.191,-00.176,-18.821,+00.193414,-00.711345,+00.114005*67"
1761940425.7944796,1761940425.7943246,-0.00436143817439367,0.004169591583014453,-0.0033953635268297684,-0.568,-1.777,19.057,7.45e-06,5.49e-06,2.063e-05,"$VNYMR,+039.787,-006.740,-002.596,+00.0549,+00.0745,-00.2063,-01.777,-00.568,-19.057,+00.238900,-00.249892,+00.194540*68"
1761940425.8195739,1761940425.8193767,0.004084960567585248,0.005117846418915493,-0.0026547854186235345,-0.889,-1.342,17.09,7.65e-06,5.01e-06,2.076e-05,"$VNYMR,+040.065,-006.658,-002.174,+00.0501,+00.0765,-00.2076,-01.342,-00.889,-17.090,+00.293231,+00.234051,+00.152108*63"
1761940425.8445091,1761940425.8443315,0.008812533912462287,0.001772259682352602,-0.00263473158551812,-0.371,-0.928,15.133,7.5600000000000005e-06,3.84e-06,2.0260000000000003e-05,"$VNYMR,+040.253,-006.052,-001.956,+00.0384,+00.0756,-00.2026,-00.928,-00.371,-15.133,+00.101543,+00.504921,+00.150959*62"
1761940425.86959,1761940425.8693807,0.007736084643002266,0.004097369858566928,-0.0032685479033798606,-0.571,-1.062,13.896,7.580000000000001e-06,2.49e-06,1.9430000000000002e-05,"$VNYMR,+040.497,-005.341,-001.762,+00.0249,+00.0758,-00.1943,-01.062,-00.571,-13.896,+00.234762,+00.443245,+00.187274*61"
1761940425.894782,1761940425.8945456,0.005477576231044044,0.0032584773535958536,-0.0016819738001469353,-0.525,-1.103,13.454,7.2999999999999996e-06,1.32e-06,1.76e-05,"$VNYMR,+040.681,-004.794,-001.441,+00.0132,+00.0730,-00.1760,-01.103,-00.525,-13.454,+00.186697,+00.313842,+00.096370*6A"
1761940425.9204302,1761940425.9196491,0.010331528867057993,0.007848030061225182,-1.6493361431346413e-05,-0.311,-1.256,15.005,7.41e-06,-2.3e-07,1.701e-05,"$VNYMR,+040.679,-004.189,-000.955,-00.0023,+00.0741,-00.1701,-01.256,-00.311,-15.005,+00.449659,+00.591953,+00.000945*66"
1761940425.9447923,1761940425.9444163,0.01711263915653904,0.009849556194119759,0.005172963916693474,-0.951,-1.595,13.897,8.010000000000001e-06,-1.4800000000000002e-06,1.6289999999999998e-05,"$VNYMR,+040.479,-003.018,-000.189,-00.0148,+00.0801,-00.1629,-01.595,-00.951,-13.897,+00.564338,+00.980482,-00.296389*6C"
1761940425.969595,1761940425.9693763,0.022263803910875107,0.0015739728260335262,0.007440548040762066,0.235,-1.35,11.901,8.71e-06,-3.2099999999999998e-06,1.527e-05,"$VNYMR,+039.885,-001.317,+000.257,-00.0321,+00.0871,-00.1527,-01.350,+00.235,-11.901,+00.090182,+01.275622,-00.426312*64"
1761940425.9946167,1761940425.9944131,0.023773461353972642,0.0065633106521246765,0.006384501670257857,0.283,-1.397,11.1,8.44e-06,-5.06e-06,1.4570000000000001e-05,"$VNYMR,+039.319,+000.581,+000.629,-00.0506,+00.0844,-00.1457,-01.397,+00.283,-11.100,+00.376050,+01.362119,-00.365805*65"
1761940426.0196393,1761940426.0194216,0.01953805340486548,0.0057024968117485525,0.007135150328248099,0.2,-1.019,8.618,9.43e-06,-6.4100000000000005e-06,1.475e-05,"$VNYMR,+038.782,+002.392,+001.242,-00.0641,+00.0943,-00.1475,-01.019,+00.200,-08.618,+00.326729,+01.119448,-00.408814*6D"
1761940426.044583,1761940426.0444052,0.0179873981776386,0.009170692928264045,0.008154858943725786,0.744,-0.329,10.72,9.24e-06,-7.670000000000001e-06,1.447e-05,"$VNYMR,+038.195,+003.797,+001.796,-00.0767,+00.0924,-00.1447,-00.329,+00.744,-10.720,+00.525442,+01.030602,-00.467239*62"
1761940426.0700014,1761940426.069708,0.0243959155784039,0.006147904836857505,0.0056818844732825,0.867,-0.077,8.523,9.84e-06,-9.02e-06,1.3980000000000002e-05,"$VNYMR,+037.738,+005.679,+002.381,-00.0902,+00.0984,-00.1398,-00.077,+00.867,-08.523,+00.352249,+01.397783,-00.325548*6B"
1761940426.0947073,1761940426.094488,0.02228968714368218,0.011664716069486382,0.004151230719283473,0.252,0.229,8.997,1.0440000000000002e-05,-1.0090000000000002e-05,1.4480000000000002e-05,"$VNYMR,+037.419,+007.556,+003.014,-00.1009,+00.1044,-00.1448,+00.229,+00.252,-08.997,+00.668339,+01.277105,-00.237848*66"
1761940426.1213048,1761940426.1197433,0.022559532499333027,0.020167384226549595,0.00801486608442332,-1.31,0.559,7.339,1.035e-05,-1.1350000000000001e-05,1.4860000000000002e-05,"$VNYMR,+037.069,+009.447,+004.401,-00.1135,+00.1035,-00.1486,+00.559,-01.310,-07.339,+01.155506,+01.292566,-00.459218*6F"
1761940426.1451294,1761940426.1444726,0.019902163993416537,0.015413561129722564,0.010288436687826254,0.442,1.203,4.368,1.153e-05,-1.231e-05,1.503e-05,"$VNYMR,+036.411,+011.336,+005.733,-00.1231,+00.1153,-00.1503,+01.203,+00.442,-04.368,+00.883132,+01.140310,-00.589484*69"
1761940426.1706092,1761940426.1698947,0.016083662842733264,0.012102060673451123,0.0073261591615863585,-0.476,1.732,6.414,1.202e-05,-1.2790000000000001e-05,1.4940000000000001e-05,"$VNYMR,+035.894,+012.702,+006.670,-00.1279,+00.1202,-00.1494,+01.732,-00.476,-06.414,+00.693397,+00.921526,-00.419758*67"
1761940426.1948206,1761940426.1945095,0.016819196949401236,0.012729105113815123,0.008380355483083453,-0.899,2.03,5.118,1.232e-05,-1.415e-05,1.5890000000000002e-05,"$VNYMR,+035.393,+014.190,+007.543,-00.1415,+00.1232,-00.1589,+02.030,-00.899,-05.118,+00.729324,+00.963669,-00.480159*60"
1761940426.2205153,1761940426.2196558,0.012174317304483685,0.011826734983949014,0.009458829334475788,-0.814,2.372,3.993,1.281e-05,-1.4530000000000001e-05,1.624e-05,"$VNYMR,+034.796,+015.444,+008.441,-00.1453,+00.1281,-00.1624,+02.372,-00.814,-03.993,+00.677622,+00.697537,-00.541951*6B"
1761940426.245208,1761940426.2445512,0.00799914066786285,0.008732859632108748,0.007776733361281214,0.425,2.675,4.918,1.301e-05,-1.5210000000000002e-05,1.694e-05,"$VNYMR,+034.149,+016.299,+009.059,-00.1521,+00.1301,-00.1694,+02.675,+00.425,-04.918,+00.500356,+00.458317,-00.445574*60"
1761940426.2701318,1761940426.2694924,0.00726716703286895,0.005698290568251246,0.002712817616252346,-0.011,2.669,5.193,1.321e-05,-1.5210000000000002e-05,1.672e-05,"$VNYMR,+033.867,+016.948,+009.572,-00.1521,+00.1321,-00.1672,+02.669,-00.011,-05.193,+00.326488,+00.416378,-00.155433*62"
1761940426.2960923,1761940426.2954385,0.002717564911817771,0.004818051213300427,0.001112647398146385,-1.053,2.513,4.9,1.3020000000000002e-05,-1.56e-05,1.596e-05,"$VNYMR,+033.829,+017.361,+009.942,-00.1560,+00.1302,-00.1596,+02.513,-01.053,-04.900,+00.276054,+00.155705,-00.063750*6F"
1761940426.320744,1761940426.3199158,-2.4068090385001804e-05,0.0023787441441281117,0.002048335863433065,-1.372,2.553,5.023,1.2920000000000002e-05,-1.56e-05,1.6950000000000002e-05,"$VNYMR,+033.713,+017.492,+010.172,-00.1560,+00.1292,-00.1695,+02.553,-01.372,-05.023,+00.136292,-00.001379,-00.117361*66"
1761940426.3453236,1761940426.3446465,-0.002233078964756665,0.0006807831280329082,0.001963425595323541,-0.468,2.963,4.897,1.3400000000000002e-05,-1.56e-05,1.718e-05,"$VNYMR,+033.487,+017.405,+010.264,-00.1560,+00.1340,-00.1718,+02.963,-00.468,-04.897,+00.039006,-00.127946,-00.112496*64"
1761940426.370556,1761940426.3699892,-0.004833322844255377,-0.003777259020458648,-0.0022647043308028024,-0.052,3.489,5.196,1.2920000000000002e-05,-1.5700000000000002e-05,1.696e-05,"$VNYMR,+033.455,+017.064,+010.069,-00.1570,+00.1292,-00.1696,+03.489,-00.052,-05.196,-00.216421,-00.276929,+00.129758*6A"
1761940426.3946912,1761940426.3944802,-0.007007706386267472,-0.00420140893527831,-0.0049923397924045805,-0.506,3.332,4.742,1.301e-05,-1.551e-05,1.75e-05,"$VNYMR,+033.698,+016.545,+009.804,-00.1551,+00.1301,-00.1750,+03.332,-00.506,-04.742,-00.240723,-00.401512,+00.286040*63"
1761940426.419676,1761940426.4194915,-0.011252434393580282,-0.0010000736613927509,-0.0042935448664910905,-1.402,2.791,5.182,1.3300000000000001e-05,-1.462e-05,1.6470000000000003e-05,"$VNYMR,+033.969,+015.707,+009.678,-00.1462,+00.1330,-00.1647,+02.791,-01.402,-05.182,-00.057300,-00.644717,+00.246002*68"
1761940426.4448779,1761940426.4445574,-0.013082255034663657,0.0007966904436578516,-0.00221611436442728,-0.785,2.55,4.564,1.2420000000000001e-05,-1.444e-05,1.635e-05,"$VNYMR,+034.039,+014.671,+009.758,-00.1444,+00.1242,-00.1635,+02.550,-00.785,-04.564,+00.045647,-00.749558,+00.126974*60"
1761940426.4706433,1761940426.4696596,-0.017471443944164035,-0.009991992514375016,-0.005623991901993848,0.187,2.16,3.986,1.2800000000000001e-05,-1.3660000000000001e-05,1.621e-05,"$VNYMR,+034.151,+013.379,+009.342,-00.1366,+00.1280,-00.1621,+02.160,+00.187,-03.986,-00.572499,-01.001040,+00.322231*68"
1761940426.495651,1761940426.4950526,-0.01995681025229648,-0.01864982044194053,-0.008523193229066668,0.136,2.017,6.214,1.309e-05,-1.3070000000000002e-05,1.607e-05,"$VNYMR,+034.515,+011.708,+008.133,-00.1307,+00.1309,-00.1607,+02.017,+00.136,-06.214,-01.068556,-01.143441,+00.488343*68"
1761940426.524511,1761940426.523886,-0.019810970539999834,-0.013304068929299617,-0.011971841657959824,-0.355,1.315,8.186,1.23e-05,-1.2100000000000001e-05,1.525e-05,"$VNYMR,+035.183,+009.998,+006.839,-00.1210,+00.1230,-00.1525,+01.315,-00.355,-08.186,-00.762267,-01.135085,+00.685936*68"
1761940426.544818,1761940426.5444717,-0.016277865628602672,-0.002810521147778989,-0.01031725207377668,-2.013,0.482,9.301,1.152e-05,-1.1050000000000001e-05,1.508e-05,"$VNYMR,+035.990,+008.393,+006.417,-00.1105,+00.1152,-00.1508,+00.482,-02.013,-09.301,-00.161031,-00.932653,+00.591135*60"
1761940426.5696726,1761940426.569498,-0.014046235287125165,-0.004182105593751252,-0.003944723362187504,-1.012,0.074,7.29,1.083e-05,-1.057e-05,1.528e-05,"$VNYMR,+036.586,+007.231,+006.147,-00.1057,+00.1083,-00.1528,+00.074,-01.012,-07.290,-00.239617,-00.804790,+00.226016*62"
1761940426.594647,1761940426.5944757,-0.01904962301369487,-0.013018410890625704,-0.008520924301039077,0.532,0.093,8.727,1.072e-05,-9.410000000000001e-06,1.5120000000000001e-05,"$VNYMR,+037.028,+005.738,+005.376,-00.0941,+00.1072,-00.1512,+00.093,+00.532,-08.727,-00.745900,-01.091463,+00.488213*60"
1761940426.6197996,1761940426.6195421,-0.02023361947166278,-0.008119795279053219,-0.008662941742273856,-0.516,-0.668,11.51,1.0320000000000001e-05,-8.050000000000001e-06,1.4940000000000001e-05,"$VNYMR,+037.598,+004.046,+004.453,-00.0805,+00.1032,-00.1494,-00.668,-00.516,-11.510,-00.465230,-01.159301,+00.496350*66"
1761940426.644993,1761940426.64464,-0.019087234859075347,0.008489072042190179,-0.0077493665986099435,-1.579,-0.615,11.426,1.011e-05,-6.98e-06,1.5010000000000002e-05,"$VNYMR,+038.148,+002.419,+004.728,-00.0698,+00.1011,-00.1501,-00.615,-01.579,-11.426,+00.486388,-01.093618,+00.444006*6B"
1761940426.670649,1761940426.6696758,-0.013969004467724415,0.0002959729345531984,-0.0031226209246206144,-1.43,-0.089,11.483,9.91e-06,-5.920000000000001e-06,1.54e-05,"$VNYMR,+038.430,+001.001,+005.205,-00.0592,+00.0991,-00.1540,-00.089,-01.430,-11.483,+00.016958,-00.800365,+00.178913*69"
